Form	Pronunciation
promulguee	pʁɔ.myl.ˈɡi
promulguees	pʁɔ.myl.ˈɡi
promulguer	pʁɔ.myl.ˈɡe
promulgues	pʁɔ.ˈmylɡ
promus	pʁɔ.ˈmy
prona	pʁɔ.ˈna
pronaient	pʁɔ.nɛ.ˈã
pronait	pʁɔ.ˈnɛ
pronant	pʁɔ.ˈnã
pronazi	pʁɔ.na.ˈzi
pronazie	pʁɔ.na.ˈzi
prone	pʁɔn
pronee	pʁɔ.ˈni
pronees	pʁɔ.ˈni
pronent	pʁɔ.ˈnã
proner	pʁɔ.ˈne
pronera	pʁɔ.nə.ˈʁa
pronerait	pʁɔ.nə.ˈʁɛ
prones	pʁɔn
pronez	pʁɔ.ˈne
pronom	pʁɔ.ˈnõ
pronominaux	pʁɔ.nɔ.mi.ˈno
pronoms	pʁɔ.ˈnõ
prononca	pʁɔ.nõ.ˈka
prononcaient	pʁɔ.nõ.kɛ.ˈã
prononcait	pʁɔ.nõ.ˈkɛ
prononcant	pʁɔ.nõ.ˈkã
prononce	pʁɔ.ˈnõs
prononcee	pʁɔ.nõ.ˈsi
prononcees	pʁɔ.nõ.ˈsi
prononcent	pʁɔ.ˈnõs
prononcer	pʁɔ.nõ.ˈse
prononcera	pʁɔ.nõ.sə.ˈʁa
prononcerai	pʁɔ.nõ.sə.ˈʁɛ
prononceraient	pʁɔ.nõ.sə.ˈʁɛ
prononcerait	pʁɔ.nõ.sə.ˈʁɛ
prononcerent	pʁɔ.nõ.sə.ˈʁã
prononcerons	pʁɔ.nõ.sə.ˈʁõ
prononceront	pʁɔ.nõ.sə.ˈʁõ
prononces	pʁɔ.ˈnõs
prononcez	pʁɔ.nõ.ˈse
prononciation	pʁɔ.nõ.sja.ˈsjõ
prononciations	pʁɔ.nõ.sja.ˈsjõ
prononcons	pʁɔ.nõ.ˈkõ
pronons	pʁɔ.ˈnõ
pronostic	pʁɔ.nɔs.ˈtik
pronostics	pʁɔ.nɔs.ˈtik
pronostiquaient	pʁɔ.nɔs.ti.ˈkɛ
pronostiquait	pʁɔ.nɔs.ti.ˈkɛ
pronostiquant	pʁɔ.nɔs.ti.ˈkã
pronostique	pʁɔ.nɔs.ˈtik
pronostiquent	pʁɔ.nɔs.ˈtik
pronostiquer	pʁɔ.nɔs.ti.ˈke
pronunciamiento	pʁɔ.nœ̃.sja.mjã.ˈto
propagande	pʁɔ.pa.ˈɡãd
propagandes	pʁɔ.pa.ˈɡãd
propagandiste	pʁɔ.pa.ɡã.dis.ˈtə
propagandistes	pʁɔ.pa.ɡã.dis.ˈtə
propagation	pʁɔ.pa.ɡa.ˈsjõ
propage	pʁɔ.ˈpaʒ
propagea	pʁɔ.pa.ˈʒa
propageaient	pʁɔ.pa.ˈʒɛ
propageait	pʁɔ.pa.ˈʒɛ
propageant	pʁɔ.pa.ˈʒã
propagee	pʁɔ.pa.ˈʒi
propagees	pʁɔ.pa.ˈʒi
propagent	pʁɔ.ˈpaʒ
propager	pʁɔ.pa.ˈʒe
propagera	pʁɔ.pa.ʒə.ˈʁa
propagerait	pʁɔ.pa.ʒə.ˈʁɛ
propages	pʁɔ.ˈpaʒ
propane	pʁɔ.ˈpan
propedeutique	pʁɔ.pə.də.ˈtik
propension	pʁɔ.pã.ˈsjõ
propensions	pʁɔ.pã.ˈsjõ
propergol	pʁɔ.pɛʁ.ˈɡɔl
propergols	pʁɔ.pɛʁ.ˈɡɔl
prophete	pʁɔ.ˈfət
prophetes	pʁɔ.ˈfət
prophetesse	pʁɔ.fə.ˈtɛs
prophetie	pʁɔ.fə.ˈsi
propheties	pʁɔ.fə.ˈsi
prophetique	pʁɔ.fə.ˈtik
prophetiques	pʁɔ.fə.ˈtik
prophetisaient	pʁɔ.fə.ti.zɛ.ˈã
prophetisait	pʁɔ.fə.ti.ˈzɛ
prophetisant	pʁɔ.fə.ti.ˈzã
prophetise	pʁɔ.fə.ˈtiz
prophetisee	pʁɔ.fə.ti.ˈzi
prophetisent	pʁɔ.fə.ti.ˈzã
prophetiser	pʁɔ.fə.ti.ˈze
prophylactique	pʁɔ.fi.la.ˈktik
prophylactiques	pʁɔ.fi.la.ˈktik
prophylaxie	pʁɔ.fi.la.ˈksi
propice	pʁɔ.ˈpis
propices	pʁɔ.ˈpis
proportion	pʁɔ.pɔʁ.ˈsjõ
proportionnalite	pʁɔ.pɔʁ.sjɔ.na.ˈlit
proportionnant	pʁɔ.pɔʁ.sjɔ.ˈnã
proportionne	pʁɔ.pɔʁ.ˈsjɔn
proportionnee	pʁɔ.pɔʁ.sjɔ.ˈni
proportionnees	pʁɔ.pɔʁ.sjɔ.ˈni
proportionnel	pʁɔ.pɔʁ.sjɔ.ˈnɛl
proportionnelle	pʁɔ.pɔʁ.sjɔ.ˈnɛl
proportionnellement	pʁɔ.pɔʁ.sjɔ.nɛ.lə.ˈmã
proportionnelles	pʁɔ.pɔʁ.sjɔ.ˈnɛl
proportionnels	pʁɔ.pɔʁ.sjɔ.ˈnɛl
proportionner	pʁɔ.pɔʁ.sjɔ.ˈne
proportions	pʁɔ.pɔʁ.ˈsjõ
propos	pʁɔ.ˈpo
proposa	pʁɔ.pɔ.ˈza
proposai	pʁɔ.pɔ.ˈzɛ
proposaient	pʁɔ.pɔ.ˈzɛ
proposais	pʁɔ.pɔ.ˈzɛ
proposait	pʁɔ.pɔ.ˈzɛ
proposant	pʁɔ.pɔ.ˈzã
propose	pʁɔ.ˈpoz
proposee	pʁɔ.pɔ.ˈzi
proposees	pʁɔ.pɔ.ˈzi
proposent	pʁɔ.ˈpoz
proposer	pʁɔ.po.ˈze
proposera	pʁɔ.pɔ.zə.ˈʁa
proposerai	pʁɔ.pɔ.zə.ˈʁɛ
proposeraient	pʁɔ.pɔ.zə.ˈʁɛ
proposerais	pʁɔ.pɔ.zə.ˈʁɛ
proposerait	pʁɔ.pɔ.zə.ˈʁɛ
proposerent	pʁɔ.pɔ.zə.ˈʁã
proposerons	pʁɔ.pɔ.zə.ˈʁõ
proposeront	pʁɔ.pɔ.zə.ˈʁõ
proposes	pʁɔ.ˈpoz
proposez	pʁɔ.pɔ.ˈze
proposions	pʁɔ.pɔz.ˈjõ
proposition	pʁɔ.pɔ.zi.ˈsjõ
propositions	pʁɔ.pɔ.zi.ˈsjõ
proposons	pʁɔ.pɔ.ˈzõ
propre	pʁɔp.ˈʁə
proprement	pʁɔp.ʁə.ˈmã
propres	pʁɔp.ˈʁə
propret	pʁɔp.ˈʁɛ
proprete	pʁɔp.ˈʁət
proprets	pʁɔp.ˈʁɛ
proprette	pʁɔp.ˈʁɛt
proprettes	pʁɔp.ˈʁɛt
proprietaire	pʁɔp.ʁi.ˈtɛʁ
proprietaires	pʁɔp.ʁi.ˈtɛʁ
propriete	pʁɔp.ˈʁit
proprietes	pʁɔp.ˈʁit
propulsa	pʁɔ.pyl.ˈsa
propulsait	pʁɔ.pyl.ˈsɛ
propulsant	pʁɔ.pyl.ˈsã
propulse	pʁɔ.ˈpyls
propulsee	pʁɔ.pyl.ˈsi
propulsees	pʁɔ.pyl.ˈsi
propulsent	pʁɔ.ˈpyls
propulser	pʁɔ.pyl.ˈse
propulsera	pʁɔ.pyl.sə.ˈʁa
propulserait	pʁɔ.pyl.sə.ˈʁɛ
propulses	pʁɔ.ˈpyls
propulseur	pʁɔ.pyl.ˈsœʁ
propulseurs	pʁɔ.pyl.ˈsœʁ
propulsion	pʁɔ.pyl.ˈsjõ
propylees	pʁɔ.pi.ˈli
prorata	pʁɔ.ʁa.ˈta
prorogation	pʁɔ.ʁɔ.ɡa.ˈsjõ
prorogations	pʁɔ.ʁɔ.ɡa.ˈsjõ
proroge	pʁɔ.ˈʁɔʒ
prorogeant	pʁɔ.ʁɔ.ˈʒã
prorogee	pʁɔ.ʁɔ.ˈʒi
prorogees	pʁɔ.ʁɔ.ˈʒi
proroger	pʁɔ.ʁɔ.ˈʒe
proroges	pʁɔ.ˈʁɔʒ
pros	pʁo
prosaique	pʁɔ.ˈzɛk
prosaiquement	pʁɔ.zɛ.kə.ˈmã
prosaiques	pʁɔ.ˈzɛk
prosaisme	pʁɔ.zɛ.ˈsmə
prosateur	pʁɔ.za.ˈtœʁ
prosateurs	pʁɔ.za.ˈtœʁ
proscenium	pʁo.se.ˈnjɔm
proscription	pʁɔs.kʁi.ˈpsjõ
proscriptions	pʁɔs.kʁi.ˈpsjõ
proscrire	pʁɔs.ˈkʁiʁ
proscrit	pʁɔs.ˈkʁi
proscrite	pʁɔs.ˈkʁit
proscrites	pʁɔs.ˈkʁit
proscrits	pʁɔs.ˈkʁi
proscrivait	pʁɔs.kʁi.ˈvɛ
proscrivant	pʁɔs.kʁi.ˈvã
proscrivent	pʁɔs.ˈkʁiv
prose	pʁoz
proselyte	pʁɔ.zə.ˈlit
proselytes	pʁɔ.zə.ˈlit
proselytisme	pʁɔ.zə.li.ti.ˈsmə
proses	pʁoz
prosodie	pʁɔ.zɔ.ˈdi
prosopopee	pʁɔ.zɔ.pɔ.ˈpi
prospect	pʁɔs.ˈpɛ
prospectant	pʁɔs.pɛ.ˈktã
prospecte	pʁɔs.pɛ.ˈktə
prospectent	pʁɔs.pɛ.ˈktə
prospecter	pʁɔs.pɛ.ˈkte
prospectes	pʁɔs.pɛ.ˈktə
prospecteur	pʁɔs.pɛ.ˈktœʁ
prospecteurs	pʁɔs.pɛ.ˈktœʁ
prospectif	pʁɔs.pɛ.ˈktif
prospectifs	pʁɔs.pɛ.ˈktif
prospection	pʁɔs.pɛ.ˈksjõ
prospections	pʁɔs.pɛ.ˈksjõ
prospective	pʁɔs.pɛ.ˈktiv
prospectives	pʁɔs.pɛ.ˈktiv
prospectons	pʁɔs.pɛ.ˈktõ
prospects	pʁɔs.ˈpɛ
prospectus	pʁɔs.pɛ.ˈktys
prosper	pʁɔs.ˈpe
prospera	pʁɔs.pə.ˈʁa
prosperaient	pʁɔs.pə.ʁɛ.ˈã
prosperait	pʁɔs.pə.ˈʁɛ
prosperant	pʁɔs.pə.ˈʁã
prospere	pʁɔs.ˈpəʁ
prosperent	pʁɔs.pə.ˈʁã
prosperer	pʁɔs.pə.ˈʁe
prosperera	pʁɔs.pə.ʁə.ˈʁa
prospererent	pʁɔs.pə.ʁə.ˈʁã
prosperes	pʁɔs.ˈpəʁ
prosperite	pʁɔs.pə.ˈʁit
prosperites	pʁɔs.pə.ˈʁit
prostaglandine	pʁɔs.ta.ɡlã.ˈdin
prostaglandines	pʁɔs.ta.ɡlã.ˈdin
prostate	pʁɔs.ˈtat
prostates	pʁɔs.ˈtat
prostatique	pʁɔs.ta.ˈtik
prostatiques	pʁɔs.ta.ˈtik
prosterne	pʁɔs.tɛ.ˈʁnə
prosternee	pʁɔs.tɛ.ˈʁni
prosternees	pʁɔs.tɛ.ˈʁni
prosternent	pʁɔs.tɛ.ˈʁnə
prosterner	pʁɔs.tɛ.ˈʁne
prosternes	pʁɔs.tɛ.ˈʁnə
prostituait	pʁɔs.ti.ty.ˈɛ
prostituant	pʁɔs.ti.ty.ˈã
prostitue	pʁɔs.ti.ˈty
prostituee	pʁɔs.ti.ˈtɥi
prostituees	pʁɔs.ti.ˈtɥi
prostituent	pʁɔs.ti.ˈty
prostituer	pʁɔs.ti.ˈtɥe
prostitues	pʁɔs.ti.ˈty
prostitution	pʁɔs.ti.ty.ˈsjõ
prostration	pʁɔs.tʁa.ˈsjõ
prostrations	pʁɔs.tʁa.ˈsjõ
prostre	pʁɔs.ˈtʁə
prostree	pʁɔs.ˈtʁi
prostres	pʁɔs.ˈtʁə
prosyrien	pʁɔ.zi.ˈʁjẽ
prosyrienne	pʁɔ.zi.ˈʁjɛn
prosyriennes	pʁɔ.zi.ˈʁjɛn
prosyriens	pʁɔ.zi.ˈʁjẽ
protagoniste	pʁɔ.ta.ɡɔ.nis.ˈtə
protagonistes	pʁɔ.ta.ɡɔ.nis.ˈtə
proteagineux	pʁɔ.ta.ʒi.ˈnə
protecteur	pʁɔ.tɛ.ˈktœʁ
protecteurs	pʁɔ.tɛ.ˈktœʁ
protection	pʁɔ.tɛ.ˈksjõ
protectionnisme	pʁɔ.tɛ.ksjɔ.ni.ˈsmə
protectionnismes	pʁɔ.tɛ.ksjɔ.ni.ˈsmə
protectionniste	pʁɔ.tɛ.ksjɔ.nis.ˈtə
protectionnistes	pʁɔ.tɛ.ksjɔ.nis.ˈtə
protections	pʁɔ.tɛ.ˈksjõ
protectorat	pʁɔ.tɛ.ktɔ.ˈʁa
protectorats	pʁɔ.tɛ.ktɔ.ˈʁa
protectrice	pʁɔ.tɛ.ˈktʁis
protectrices	pʁɔ.tɛ.ˈktʁis
protee	pʁɔ.ˈti
protege	pʁɔ.ˈtəʒ
protegea	pʁɔ.tə.ˈʒa
protegeaient	pʁɔ.tə.ʒɛ.ˈã
protegeait	pʁɔ.tə.ˈʒɛ
protegeant	pʁɔ.tə.ˈʒã
protegee	pʁɔ.tə.ˈʒi
protegees	pʁɔ.tə.ˈʒi
protegent	pʁɔ.tə.ˈʒã
protegeons	pʁɔ.tə.ˈʒõ
proteger	pʁɔ.tə.ˈʒe
protegera	pʁɔ.tə.ʒə.ˈʁa
protegeraient	pʁɔ.tə.ʒə.ʁɛ.ˈã
protegerait	pʁɔ.tə.ʒə.ˈʁɛ
protegerent	pʁɔ.tə.ʒə.ˈʁã
protegerons	pʁɔ.tə.ʒə.ˈʁõ
protegeront	pʁɔ.tə.ʒə.ˈʁõ
proteges	pʁɔ.ˈtəʒ
protegez	pʁɔ.tə.ˈʒe
proteiforme	pʁɔ.tɛ.fɔʁ.ˈmə
proteiformes	pʁɔ.tɛ.fɔʁ.ˈmə
proteine	pʁɔ.ˈtɛn
proteines	pʁɔ.ˈtɛn
proteique	pʁɔ.ˈtɛk
proteiques	pʁɔ.ˈtɛk
protesta	pʁɔ.tɛs.ˈta
protestaient	pʁɔ.tɛs.ˈtɛ
protestait	pʁɔ.tɛs.ˈtɛ
protestant	pʁɔ.tɛs.ˈtã
protestante	pʁɔ.tɛs.ˈtãt
protestantes	pʁɔ.tɛs.ˈtãt
protestantisme	pʁɔ.tɛs.tã.ti.ˈsmə
protestants	pʁɔ.tɛs.ˈtã
protestas	pʁɔ.tɛs.ˈta
protestataire	pʁɔ.tɛs.ta.ˈtɛʁ
protestataires	pʁɔ.tɛs.ta.ˈtɛʁ
protestation	pʁɔ.tɛs.ta.ˈsjõ
protestations	pʁɔ.tɛs.ta.ˈsjõ
proteste	pʁɔ.tɛs.ˈtə
protestent	pʁɔ.tɛs.ˈtə
protester	pʁɔ.tɛs.ˈte
protestera	pʁɔ.tɛs.tə.ˈʁa
protesterait	pʁɔ.tɛs.tə.ˈʁɛ
protesterent	pʁɔ.tɛs.tə.ˈʁã
protesteront	pʁɔ.tɛs.tə.ˈʁõ
protestez	pʁɔ.tɛs.ˈte
protestons	pʁɔ.tɛs.ˈtõ
prothese	pʁɔ.ˈtəz
protheses	pʁɔ.ˈtəz
prothesiste	pʁɔ.tə.zis.ˈtə
prothesistes	pʁɔ.tə.zis.ˈtə
protides	pʁɔ.ˈtid
proto	pʁo.ˈto
protocolaire	pʁɔ.tɔ.kɔ.ˈlɛʁ
protocolaires	pʁɔ.tɔ.kɔ.ˈlɛʁ
protocole	pʁɔ.tɔ.ˈkɔl
protocoles	pʁɔ.tɔ.ˈkɔl
protohistoriques	pʁɔ.tɔ.is.tɔ.ˈʁik
proton	pʁɔ.ˈtõ
protons	pʁɔ.ˈtõ
prototype	pʁɔ.tɔ.ˈtip
prototypes	pʁɔ.tɔ.ˈtip
protoxyde	pʁɔ.tɔk.ˈsid
protozoaires	pʁɔ.tɔ.zɔ.ˈɛʁ
protuberance	pʁɔ.ty.bə.ˈʁãs
protuberances	pʁɔ.ty.bə.ˈʁãs
prou	pʁu
proue	pʁu
proues	pʁu
prouesse	pʁu.ˈɛs
prouesses	pʁu.ˈɛs
proust	pʁus.ˈtə
proustien	pʁus.ˈtjẽ
proustienne	pʁus.ˈtjɛn
proustiennes	pʁus.ˈtjɛn
proustiens	pʁus.ˈtjẽ
prouva	pʁu.ˈva
prouvaient	pʁu.ˈvɛ
prouvait	pʁu.ˈvɛ
prouvant	pʁu.ˈvã
prouve	pʁuv
prouvee	pʁu.ˈvi
prouvees	pʁu.ˈvi
prouvent	pʁuv
prouver	pʁu.ˈve
prouvera	pʁu.və.ˈʁa
prouverai	pʁu.və.ˈʁɛ
prouveraient	pʁu.və.ˈʁɛ
prouverait	pʁu.və.ˈʁɛ
prouverent	pʁu.və.ˈʁã
prouveront	pʁu.və.ˈʁõ
prouves	pʁuv
prouvez	pʁu.ˈve
prouvons	pʁu.ˈvõ
provenaient	pʁɔ.və.ˈnɛ
provenait	pʁɔ.və.ˈnɛ
provenance	pʁɔ.və.ˈnãs
provenances	pʁɔ.və.ˈnãs
provenant	pʁɔ.və.ˈnã
provencal	pʁɔ.vã.ˈkal
provencale	pʁɔ.vã.ˈkal
provencales	pʁɔ.vã.ˈkal
provencaux	pʁɔ.vã.ˈko
provence	pʁo.ˈvãs
provende	pʁɔ.ˈvãd
provenir	pʁɔ.və.ˈniʁ
proverbe	pʁɔ.vɛʁ.ˈbə
proverbes	pʁɔ.vɛʁ.ˈbə
proverbial	pʁɔ.vɛʁ.ˈbjal
proverbiale	pʁɔ.vɛʁ.ˈbjal
providence	pʁɔ.vi.ˈdãs
providence	pʁɔ.vi.ˈdãs
providentiel	pʁɔ.vi.dã.ˈsjɛl
providentielle	pʁɔ.vi.dã.ˈsjɛl
providentielles	pʁɔ.vi.dã.ˈsjɛl
providentiels	pʁɔ.vi.dã.ˈsjɛl
proviendra	pʁɔv.jẽ.ˈdʁa
proviendraient	pʁɔv.jẽ.ˈdʁɛ
proviendrait	pʁɔv.jẽ.ˈdʁɛ
proviendront	pʁɔv.jẽ.ˈdʁõ
provienne	pʁɔv.ˈjɛn
proviennent	pʁɔv.ˈjɛn
provient	pʁɔv.ˈjẽ
province	pʁɔ.ˈvẽs
provinces	pʁɔ.ˈvẽs
provincial	pʁɔ.vẽ.ˈsjal
provinciale	pʁɔ.vẽ.ˈsjal
provinciales	pʁɔ.vẽ.ˈsjal
provincialisme	pʁɔ.vẽ.sja.li.ˈsmə
provinciaux	pʁɔ.vẽ.ˈsjo
provins	pʁo.ˈvin
proviseur	pʁɔ.vi.ˈzœʁ
proviseurs	pʁɔ.vi.ˈzœʁ
provision	pʁɔ.vi.ˈzjõ
provisionnel	pʁɔ.vi.zjɔ.ˈnɛl
provisionnelle	pʁɔ.vi.zjɔ.ˈnɛl
provisionnels	pʁɔ.vi.zjɔ.ˈnɛl
provisions	pʁɔ.vi.ˈzjõ
provisoire	pʁɔ.vi.ˈzwaʁ
provisoirement	pʁɔ.vi.zwa.ʁə.ˈmã
provisoires	pʁɔ.vi.ˈzwaʁ
provocant	pʁɔ.vɔ.ˈkã
provocante	pʁɔ.vɔ.ˈkãt
provocantes	pʁɔ.vɔ.ˈkãt
provocants	pʁɔ.vɔ.ˈkã
provocateur	pʁɔ.vɔ.ka.ˈtœʁ
provocateurs	pʁɔ.vɔ.ka.ˈtœʁ
provocation	pʁɔ.vɔ.ka.ˈsjõ
provocations	pʁɔ.vɔ.ka.ˈsjõ
provocatrice	pʁɔ.vɔ.ka.ˈtʁis
provocatrices	pʁɔ.vɔ.ka.ˈtʁis
provoqua	pʁɔ.vɔ.ˈka
provoquaient	pʁɔ.vɔ.ˈkɛ
provoquait	pʁɔ.vɔ.ˈkɛ
provoquant	pʁɔ.vɔ.ˈkã
provoque	pʁɔ.ˈvɔk
provoquee	pʁɔ.vɔ.ˈki
provoquees	pʁɔ.vɔ.ˈki
provoquent	pʁɔ.ˈvɔk
provoquer	pʁɔ.vɔ.ˈke
provoquera	pʁɔ.vɔ.kə.ˈʁa
provoqueraient	pʁɔ.vɔ.kə.ˈʁɛ
provoquerait	pʁɔ.vɔ.kə.ˈʁɛ
provoquerent	pʁɔ.vɔ.kə.ˈʁã
provoquerons	pʁɔ.vɔ.kə.ˈʁõ
provoqueront	pʁɔ.vɔ.kə.ˈʁõ
provoques	pʁɔ.ˈvɔk
provoquez	pʁɔ.vɔ.ˈke
provost	pʁo.vos.ˈtə
proxenete	pʁɔk.sə.ˈnət
proxenetes	pʁɔk.sə.ˈnət
proxenetisme	pʁɔk.sə.nə.ti.ˈsmə
proximite	pʁɔk.si.ˈmit
proximites	pʁɔk.si.ˈmit
prud'homal	pʁy.dɔ.ˈmal
prud'homale	pʁy.dɔ.ˈmal
prud'homales	pʁy.dɔ.ˈmal
prud'homaux	pʁy.dɔ.ˈmo
prud'homie	pʁy.dɔ.ˈmi
prud'homme	pʁy.ˈdɔm
prud'hommes	pʁy.ˈdɔm
prude	pʁyd
prudemment	pʁy.da.ˈmã
prudence	pʁy.ˈdãs
prudence	pʁy.ˈdãs
prudences	pʁy.ˈdãs
prudent	pʁy.ˈdã
prudente	pʁy.ˈdãt
prudentes	pʁy.ˈdãt
prudents	pʁy.ˈdã
prudes	pʁyd
prune	pʁyn
pruneau	pʁy.ˈno
pruneaux	pʁy.ˈno
prunelle	pʁy.ˈnɛl
prunelles	pʁy.ˈnɛl
prunes	pʁyn
prunier	pʁy.ˈnje
pruniers	pʁy.ˈnje
prurit	pʁy.ˈʁit
prurits	pʁy.ˈʁit
prussien	pʁy.ˈsjẽ
prussienne	pʁy.ˈsjɛn
prussiennes	pʁy.ˈsjɛn
prussiens	pʁy.ˈsjẽ
prussique	pʁy.ˈsik
prytanee	pʁi.ta.ˈni
ps	pe.ˈɛs
ps-mrg	psmʁɡə
psa	psa
psalmodie	psa.lmɔ.ˈdi
psalmodies	psa.lmɔ.ˈdi
psaume	psom
psaumes	psom
psautier	pso.ˈtje
psautiers	pso.ˈtje
psd	pe.ɛs.ˈde
pseudonyme	psə.ˈdɔ.ˈnim
pseudonymes	psə.ˈdɔ.ˈnim
psf	pe.ɛ.ˈsɛf
psg	pe.ɛ.ˈsʒe
psi	psi
psoh	pe.ɛ.so.ˈaʃ
psoriasis	psɔʁ.ja.ˈzis
psp	pe.ɛs.ˈpe
psu	pe.ɛ.ˈsy
psy	psi
psychanalyse	psi.ka.na.ˈliz
psychanalyser	psi.ka.na.li.ˈze
psychanalyses	psi.ka.na.ˈliz
psychanalyste	psi.ka.na.lis.ˈtə
psychanalystes	psi.ka.na.lis.ˈtə
psychanalytique	psi.ka.na.li.ˈtik
psychanalytiques	psi.ka.na.li.ˈtik
psyche	psiʃ
psychedelique	psi.ʃə.də.ˈlik
psychedeliques	psi.ʃə.də.ˈlik
psychiatre	psi.kja.ˈtʁə
psychiatres	psi.kja.ˈtʁə
psychiatrie	psi.kja.ˈtʁi
psychiatrique	psi.kja.ˈtʁik
psychiatriques	psi.kja.ˈtʁik
psychique	psi.ˈʃik
psychiques	psi.ˈʃik
psychisme	psi.ʃi.ˈsmə
psychodrame	psi.kɔd.ˈʁam
psychodrames	psi.kɔd.ˈʁam
psychologie	psi.kɔ.lɔ.ˈʒi
psychologies	psi.kɔ.lɔ.ˈʒi
psychologique	psi.kɔ.lɔ.ˈʒik
psychologiquement	psi.kɔ.lɔ.ʒi.kə.ˈmã
psychologiques	psi.kɔ.lɔ.ˈʒik
psychologue	psi.kɔ.ˈlɔɡ
psychologues	psi.kɔ.ˈlɔɡ
psychopathe	psi.kɔ.ˈpat
psychopathes	psi.kɔ.ˈpat
psychopathie	psi.kɔ.pa.ˈti
psychopathologie	psi.kɔ.pa.tɔ.lɔ.ˈʒi
psychophysiologie	psi.kɔ.fi.zjɔ.lɔ.ˈʒi
psychose	psi.ˈkoz
psychoses	psi.ˈkoz
psychosocial	psi.kɔ.sɔs.ˈjal
psychosociale	psi.kɔ.sɔs.ˈjal
psychosociales	psi.kɔ.sɔs.ˈjal
psychosociaux	psi.kɔ.sɔs.ˈjo
psychosomatique	psi.kɔ.sɔ.ma.ˈtik
psychosomatiques	psi.kɔ.sɔ.ma.ˈtik
psychotherapie	psi.kɔ.tə.ʁa.ˈpi
psychotherapies	psi.kɔ.tə.ʁa.ˈpi
psychotique	psi.kɔ.ˈtik
psychotiques	psi.kɔ.ˈtik
psys	psi
pti	pti
pts	pt
ptt	pe.te.ˈte
pu	py
puait	py.ˈɛ
puant	py.ˈã
puanteur	py.ã.ˈtœʁ
puanteurs	py.ã.ˈtœʁ
pub	pyb
pubere	py.ˈbəʁ
puberes	py.ˈbəʁ
puberte	py.bɛʁ.ˈtə
pubis	py.ˈbis
publia	py.bli.ˈja
publiai	py.bli.ˈjɛ
publiaient	py.bli.ˈjɛ
publiais	py.bli.ˈjɛ
publiait	py.bli.ˈjɛ
publiant	py.bli.ˈjã
public	py.ˈblik
publication	py.bli.ka.ˈsjõ
publications	py.bli.ka.ˈsjõ
publiciste	py.bli.sis.ˈtə
publicistes	py.bli.sis.ˈtə
publicitaire	py.bli.si.ˈtɛʁ
publicitaires	py.bli.si.ˈtɛʁ
publicite	py.bli.ˈsit
publicites	py.bli.ˈsit
publics	py.ˈblik
publie	py.ˈbli
publiee	py.bli.ˈi
publiees	py.bli.ˈi
publient	py.ˈbli
publier	py.bli.ˈje
publiera	py.bli.ˈʁa
publierai	py.bli.ˈʁɛ
publieraient	py.bli.ˈʁɛ
publierait	py.bli.ˈʁɛ
publierent	py.bli.ˈʁã
publierez	py.bli.ˈʁe
publierons	py.bli.ˈʁõ
publieront	py.bli.ˈʁõ
publies	py.ˈbli
publiez	py.ˈblje
publions	py.bli.ˈjõ
publiphone	py.bli.ˈfɔn
publiphones	py.bli.ˈfɔn
publique	py.ˈblik
publiquement	py.bli.kə.ˈmã
publiques	py.ˈblik
pubs	pyb
puce	pys
puceau	py.ˈso
pucelage	py.sə.ˈlaʒ
pucelle	py.ˈsɛl
pucelles	py.ˈsɛl
puceron	py.sə.ˈʁõ
pucerons	py.sə.ˈʁõ
puces	pys
puche	pyʃ
pudding	py.ˈdinɡ
puddings	py.ˈdinɡ
pudeur	py.ˈdœʁ
pudeurs	py.ˈdœʁ
pudibonderie	py.di.bõ.də.ˈʁi
pudique	py.ˈdik
pudiquement	py.di.kə.ˈmã
pudiques	py.ˈdik
pue	py
puent	py
puer	pɥe
puericultrice	pɥʁi.kyl.ˈtʁis
puericultrices	pɥʁi.kyl.ˈtʁis
puericulture	pɥʁi.kyl.ˈtyʁ
pueril	pɥʁil
puerile	pɥʁil
pueriles	pɥʁil
puerilite	pɥʁi.ˈlit
puerilites	pɥʁi.ˈlit
puerils	pɥʁil
pues	py
puffins	py.ˈfẽ
pugilat	py.ʒi.ˈla
pugilats	py.ʒi.ˈla
pugnace	py.ˈɡnas
pugnaces	py.ˈɡnas
pugnacite	py.nja.ˈsit
puis	pɥi
puisa	pɥi.ˈza
puisaient	pɥi.ˈzɛ
puisais	pɥi.ˈzɛ
puisait	pɥi.ˈzɛ
puisant	pɥi.ˈzã
puisatier	pɥi.za.ˈtje
puise	pɥiz
puisee	pɥi.ˈzi
puisees	pɥi.ˈzi
puisent	pɥiz
puiser	pɥi.ˈze
puisera	pɥi.zə.ˈʁa
puiseraient	pɥi.zə.ˈʁɛ
puiserait	pɥi.zə.ˈʁɛ
puiserent	pɥi.zə.ˈʁã
puiseront	pɥi.zə.ˈʁõ
puises	pɥiz
puisons	pɥi.ˈzõ
puisqu'	pɥis.ˈkə
puisque	pɥis.ˈkə
puissamment	pɥi.sa.ˈmã
puissance	pɥi.ˈsãs
puissances	pɥi.ˈsãs
puissant	pɥi.ˈsã
puissante	pɥi.ˈsãt
puissantes	pɥi.ˈsãt
puissants	pɥi.ˈsã
puisse	pɥis
puissent	pɥis
puisses	pɥis
puissiez	pɥi.ˈsjɛ
puissions	pɥi.ˈsjõ
puits	pɥi
pujol	py.ˈʒɔl
pull	pyl
